title,published,source,venue,doi,url,pdf_url,score,matched_terms,ai_summary_zh
"Agentic artificial intelligence: Architectures, planning mechanisms, multi-agent collaboration, applications, challenges, and future research directions-A comprehensive review",2026-07-01,OpenAlex,International Journal of Computing and Artificial Intelligence,https://doi.org/10.33545/27076571.2026.v7.i7a.358,https://doi.org/10.33545/27076571.2026.v7.i7a.358,https://www.computersciencejournals.com/ijcai/archives/2026/vol7issue7/PartA/7-7-53-991.pdf,19,self-evolution + agent; self-improving agents,这篇综述系统梳理了自主智能体的架构、规划机制、多智能体协作及自进化能力，分析了AutoGen等开发框架，并探讨了其在医疗、金融等领域的应用及幻觉、安全等关键挑战。
VQA-G Annotator: A Self-Improving Agentic Framework for High-Fidelity Grounded Dataset Synthesis,2026-07-01,OpenAlex,Tsinghua Science & Technology,https://doi.org/10.26599/tst.2026.9010076,https://doi.org/10.26599/tst.2026.9010076,https://www.sciopen.com/local/article_pdf/10.26599/TST.2026.9010076.pdf,10,self-evolution + agent,VQA-G Annotator提出了一种自改进的智能体框架，通过分布感知规划、多智能体协调和空间推理验证的闭环流程，实现高保真度视觉问答数据集的高效合成。实验表明，该方法在语义对齐和空间定位上均优于强基线，为可扩展的可信视觉理解提供了有效数据支持。
A Self-Evolving Agentic System for Automated Generation and Execution of Biological Protocols,2026-06-30T14:51:13Z,arXiv,cs.AI,,https://arxiv.org/abs/2606.31763v2,https://arxiv.org/pdf/2606.31763v2,10,self-evolution + agent,提出ProtoPilot自进化多智能体系统，结合专家基准与评估框架，将生物协议自动转化为可执行代码。该系统通过分层验证、多智能体协调和运行时更新的技能库，在294个合成生物学任务中实现90.2%的专家偏好率和89.5%的协议到代码通过率，经湿实验验证可自主完成实验流程。
AgRefactor: Self-Evolving Agentic Workflow for HLS Compatibility and Performance,2026-06-29T22:02:34Z,arXiv,cs.AI,,https://arxiv.org/abs/2606.30949v1,https://arxiv.org/pdf/2606.30949v1,10,self-evolution + agent,AgRefactor提出了一种基于LLM的多智能体工作流，用于将软件重构为HLS兼容代码，其核心贡献是自进化记忆系统，该系统能跨任务积累和检索事实与策略知识，从而提升对未知程序的鲁棒性和效率。在11个复杂基准测试中的9个上，该方法优于或匹配现有最先进工具，并通过智能体性能优化实现了6.51倍的几何平均加速。
Experience Graphs: The Data Foundation for Self-Improving Agents,2026-06-29T06:02:20Z,arXiv,cs.DB,https://doi.org/10.48550/arxiv.2606.29823,https://arxiv.org/abs/2606.29823v1,https://arxiv.org/pdf/2606.29823v1,23,self-evolution + agent; self-improving agents,提出经验图（Experience Graph）作为自进化智能体的数据基础，通过将智能体探索过程产生的可执行产物、工具输出、奖励和因果谱系等结构化对象视为一等数据库状态，实现跨会话复用、崩溃恢复和训练数据提取。在Meta的生产加速器内核优化器KernelEvolve中，该方法使跨会话复用达到约10倍加速且降低52%令牌成本。
AI Trading's Alpha Singularity: Emergent Market Reasoning through Agent-to-Agent Self-Evolution,2026-06-28T04:41:00Z,arXiv,cs.AI,https://doi.org/10.48550/arxiv.2606.29194,https://arxiv.org/abs/2606.29194v1,https://arxiv.org/pdf/2606.29194v1,24,agent self-evolution; self-evolution + agent,针对自动化因子挖掘中固定评分函数导致的过拟合问题，提出密封联合搜索（SJS）框架，通过角色分解、密封读取等结构条件防止搜索坍缩为自我确认。在Agora系统中，五类大语言模型智能体通过三通道通信进化八个技能库，在CSI 1000上100轮实验后，91天留出集夏普比率达+1.87，显著超越基线。
Self-Evolving Agentic Image Restoration via Deliberate Planning and Intuitive Execution,2026-06-27T15:21:47Z,arXiv,cs.CV,,https://arxiv.org/abs/2606.28971v1,https://arxiv.org/pdf/2606.28971v1,10,self-evolution + agent,提出自进化智能体图像恢复框架SEAR，将图像恢复建模为序列决策问题。该方法包含直觉执行器与审慎规划器，分别模拟快速与慢速思维系统，通过剪枝感知蒙特卡洛树搜索实现长程推理，并利用自进化情景记忆机制克服智能体系统的信息遗忘问题。
Agentic Hardware Design as Repository-Level Code Evolution,2026-06-26T17:21:06Z,arXiv,cs.AR,,https://arxiv.org/abs/2606.28279v1,https://arxiv.org/pdf/2606.28279v1,20,self-evolution + agent; self-evolving agent,HORIZON是一个自进化智能体框架，将硬件设计视为仓库级代码演化过程。它通过Markdown编译项目包、免干预智能体循环和仓库操作实现状态管理，在多个基准测试中达到100%完成率，但指出当前基准测试仅是芯片设计更广泛工程问题的受控代理。
The Red Queen Gödel Machine: Co-Evolving Agents and Their Evaluators,2026-06-24T18:38:26Z,arXiv,cs.LG,https://doi.org/10.48550/arxiv.2606.26294,https://arxiv.org/abs/2606.26294v2,https://arxiv.org/pdf/2606.26294v2,26,recursive self-improvement; self-evolution + agent; self-improving agents,提出红皇后哥德尔机（RQGM），一种在非平稳效用下实现递归自我改进的进化框架，通过将评估器纳入改进循环并组织为固定评估标准的时期，使智能体与评估器共同进化。在编码、科学论文写作和奥林匹克级证明任务上，RQGM相比现有自进化智能体方法提升了性能，例如在论文评审中使共同进化的作者接受率提高1.78-1.86倍，并纠正了基线评审者过度接受AI生成论文的偏差。
The Unfireable Safety Kernel: Execution-Time AI Alignment for AI Agents and Other Escapable AI Systems,2026-06-24,OpenAlex,arXiv (Cornell University),,https://openalex.org/W7166252648,https://arxiv.org/pdf/2606.26057,8,self-evolution + agent,提出一种名为“Unfireable Safety Kernel”的执行时AI对齐机制，通过进程隔离、前置强制授权等四个属性，在架构层面控制可逃逸AI系统（如自进化智能体）的行为。该内核在Rust中实现，经SMT定理和模型检查验证，在1000次自修改实验中成功阻止所有704次安全关键攻击，且6240次授权往返无一次绕过。
Escaping the Self-Confirmation Trap: An Execute-Distill-Verify Paradigm for Agentic Experience Learning,2026-06-23T11:05:05Z,arXiv,cs.CL,https://doi.org/10.48550/arxiv.2606.24428,https://arxiv.org/abs/2606.24428v1,https://arxiv.org/pdf/2606.24428v1,20,agent self-evolution; self-evolution + agent,针对大语言模型智能体在自进化中易陷入“自我确认陷阱”（将错误但自洽的轨迹误判为成功经验）的问题，提出EDV框架，通过执行、蒸馏、验证三阶段解耦，利用多智能体并行探索与共识机制过滤错误经验，在三个长程任务基准上显著优于现有方法。
Metis: Bridging Text and Code Memory for Self-Evolving Agents,2026-06-23T05:17:22Z,arXiv,cs.CL,,https://arxiv.org/abs/2606.24151v1,https://arxiv.org/pdf/2606.24151v1,36,self-evolution + agent; self-evolving agent; self-evolving agents,该论文提出Metis，一种基于层次化双表示记忆的自进化智能体系统，通过将文本经验组织为执行计划、环境事实和常见陷阱，并选择性地将重复出现的计划固化为可调用工具，从而在文本记忆的广泛适用性与代码记忆的执行效率之间取得平衡。在AppWorld基准测试中，Metis相比ReAct将任务准确率提升高达20.6%，同时降低执行成本达22.8%。
Constitutional Enforcement as Auditability Infrastructure: Deterministic Rejection Trails for Self-Evolving Software Agents,2026-06-22,OpenAlex,Research Square,https://doi.org/10.21203/rs.3.rs-10035674/v1,https://doi.org/10.21203/rs.3.rs-10035674/v1,https://www.researchsquare.com/article/rs-10035674/latest.pdf,10,self-evolution + agent,该论文提出将宪法执行机制作为审计基础设施，为自进化软件代理构建确定性拒绝轨迹，以增强其可审计性与合规性。
"Safety in Self-Evolving LLM Agent Systems: Threats, Amplification, and Case Studies",2026-06-22,OpenAlex,arXiv (Cornell University),,https://openalex.org/W7165816092,https://arxiv.org/pdf/2606.23075,10,self-evolution + agent,自进化大语言模型智能体系统通过自主更新参数、记忆、工具和架构，引入了全新的安全威胁格局，其中对抗性影响会永久编码、跨代自我放大并在群体中传播。本文围绕模块-生命周期攻击面矩阵进行系统分析，揭示了17个面临关键威胁的单元，并识别出七种跨模块的放大效应，案例研究表明进化原生设计激活了3.5倍的攻击面且攻击持久率达100%，而静态防御仅能拦截2.5%的攻击。
